9.638008,-0.059780225,2.8299465,524389063792223
9.660305,-0.071451955,2.930428,524389066303128
9.694721,-0.072649054,2.990283,524389068813947
9.727716,-0.09636662,3.0777464,524389071324767
9.772608,-0.12023382,3.160496,524389073824694
9.800815,-0.163105,3.226486,524389076342841
9.83972,-0.21562779,3.2960675,524389078847439
9.85835,-0.25483283,3.364377,524389081358304
9.903241,-0.29179335,3.4507928,524389083869208
9.93863,-0.34079966,3.4977043,524389086380642
9.951349,-0.3728969,3.553968,524389088890408
9.954717,-0.3883096,3.591078,524389091402411
9.939978,-0.4214543,3.659238,524389093913561
9.9125185,-0.39855978,3.7008374,524389096424506
9.863662,-0.3528455,3.731588,524389098935940
9.795577,-0.32733226,3.7693713,524389101447048
9.696741,-0.26358664,3.7950342,524389103977973
9.599103,-0.19138649,3.8218942,524389106488877
9.50745,-0.13961188,3.8343887,524389108999050
9.419463,-0.0796072,3.8183029,524389111533148
9.323994,-0.07564181,3.796381,524389114016547
9.237055,-0.046686932,3.7743843,524389116524522
9.142933,-0.02371756,3.7499933,524389119036281
9.053674,0.01249474,3.731513,524389121570583
8.97287,0.048482586,3.6736782,524389124062893
8.866776,0.058358666,3.6326025,524389126582871
8.83004,0.066663556,3.5726726,524389129080878
8.783578,0.056039285,3.5354128,524389131614203
8.762105,0.03329437,3.4864066,524389134088893
8.784775,-0.0039653964,3.4495957,524389136613633
8.806323,-0.010175358,3.4067245,524389139125108
8.814702,-0.038980596,3.3649757,524389141658433
8.854132,-0.058358666,3.3329532,524389144169582
8.867076,-0.08940847,3.346271,524389146657904
8.899173,-0.12539631,3.3334022,524389149169704
8.943167,-0.15554829,3.320683,524389151685085
8.995614,-0.18450317,3.307889,524389154183091
9.021875,-0.17859249,3.3175406,524389156703517
9.085173,-0.17649756,3.3178399,524389159217800
9.128268,-0.1743278,3.3001077,524389161747666
9.173833,-0.14836569,3.2691329,524389164259629
9.22052,-0.14260463,3.2609775,524389166747747
9.270798,-0.114173494,3.2623243,524389169281642
9.295937,-0.092775315,3.269507,524389171792913
9.31135,-0.0998831,3.2935238,524389174304022
9.325865,-0.054542907,3.3149219,524389176791366
9.31509,-0.049679685,3.3149219,524389179316351
9.336638,-0.054617725,3.3006315,524389181816839
9.336638,-0.06898294,3.283947,524389184347153
9.29242,-0.0676362,3.2873886,524389186820216
9.248352,-0.035164837,3.3013797,524389189351792
9.1960535,-0.018255789,3.276016,524389191880722
9.138892,0.016609775,3.2708535,524389194369817
9.042825,0.11963527,3.254543,524389196880641
8.934787,0.22034137,3.229853,524389199397934
8.840815,0.2959832,3.2387564,524389201902125
8.758513,0.3250877,3.2538698,524389204413600
8.701502,0.36219782,3.221174,524389206947942
8.680926,0.30137014,3.2069583,524389209459010
8.712799,0.22116438,3.1870565,524389211949733
8.78874,0.10250176,3.15668,524389214479965
8.837148,0.006808511,3.1536126,524389216972966
8.914287,-0.07826047,3.1733646,524389219502711
8.965387,-0.11671733,3.1749358,524389222014063
8.982147,-0.121580556,3.1535378,524389224502100
8.972645,-0.106018245,3.1629648,524389227014225
8.918102,-0.044891283,3.1553333,524389229525090
8.90643,0.016086042,3.1742625,524389232026230
8.8815155,0.06404489,3.2026188,524389234569767
8.900595,0.077138186,3.217059,524389237056177
8.918551,0.098686,3.2469115,524389239564508
8.963891,0.10564415,3.2614264,524389242084009
8.981548,0.07586627,3.2974892,524389244591130
9.0337715,0.024316112,3.3026516,524389247103256
9.0624275,0.024166474,3.308712,524389249613753
9.111209,0.009726444,3.3304842,524389252125147
9.118392,0.019228432,3.3304842,524389254641382
9.138668,0.034790743,3.3616087,524389257170109
9.137471,0.04077625,3.3675942,524389259643254
9.151836,0.039504327,3.3616836,524389262191797
9.172187,0.051400516,3.3700633,524389264680200
9.171064,0.045340195,3.343802,524389267191675
9.1651535,0.041674074,3.3127522,524389269700302
9.149666,0.029703066,3.2816274,524389272236474
9.122357,0.02252046,3.2313492,524389274718978
9.1164465,0.011671733,3.2026937,524389277235865
9.090335,0.009277532,3.1619174,524389279746972
9.084424,-0.0039653964,3.1117887,524389282281437
9.100061,-0.024540568,3.0545526,524389284791935
9.116896,-0.024690205,3.0128036,524389287281315
9.161338,-0.031124622,2.9485343,524389289799015
9.1938095,-0.025438393,2.8793268,524389292307112
9.241843,0.0052373162,2.8460324,524389294829939
9.270873,0.06120178,2.838775,524389297303084
9.299828,0.09442133,2.8030117,524389299846948
9.328857,0.16355391,2.8016648,524389302346256
9.37315,0.17043723,2.7672482,524389304880558
9.424625,0.17732057,2.759093,524389307381738
9.446322,0.18787001,2.7137527,524389309871036
9.472659,0.20320787,2.7018566,524389312390975
9.515755,0.21016602,2.6877158,524389314902611
9.525406,0.22325931,2.6925042,524389317412947
9.547029,0.24817397,2.6853216,524389319925561
9.549348,0.25430912,2.722357,524389322458357
9.552939,0.26021978,2.7187657,524389324969262
9.549573,0.3020435,2.7257986,524389327483789
9.549423,0.29613283,2.7461493,524389329984968
9.548226,0.2721908,2.7294648,524389332479801
9.557653,0.25909752,2.734328,524389335014306
9.56117,0.24226329,2.722432,524389337525984
9.557504,0.21360768,2.705822,524389340036197
9.573066,0.21832126,2.7106104,524389342541852
9.555259,0.22789808,2.6901848,524389345061587
9.538724,0.23979427,2.6613796,524389347546695
9.513735,0.250643,2.6565163,524389350060000
9.508048,0.2923919,2.6264393,524389352592756
9.48897,0.3020435,2.63235,524389355083479
9.465178,0.296058,2.608333,524389357595523
9.443629,0.30466217,2.638111,524389360102522
9.39799,0.27144262,2.6595092,524389362636783
9.351453,0.2812439,2.6747723,524389365124006
9.322348,0.24338557,2.7308862,524389367635481
9.274539,0.25198972,2.7605145,524389370169905
9.236007,0.23208793,2.8154316,524389372680565
9.189395,0.22632688,2.8307693,524389375174543
9.156999,0.22303486,2.866458,524389377679548
9.143756,0.21233577,2.8675802,524389380235171
9.112556,0.20066403,2.9057379,524389382725487
9.0839,0.22355859,2.9318497,524389385235782
9.081357,0.21652561,2.968885,524389387723859
9.09445,0.2284218,2.9904327,524389390258893
9.0634,0.24899697,3.0283659,524389392768985
9.063325,0.239495,3.0331542,524389395281029
9.051354,0.2323872,3.0438533,524389397768862
9.0634,0.2538602,3.0438533,524389400297996
9.035867,0.25999534,3.0736313,524389402791079
9.032201,0.25408465,3.0819361,524389405325625
9.046491,0.24331075,3.0856771,524389407813295
9.059509,0.24570495,3.1132104,524389410346906
9.09647,0.26119244,3.156306,524389412857811
9.091607,0.2816928,3.2016463,524389415369285
9.119141,0.30189386,3.2076318,524389417858014
9.12737,0.2947861,3.2376342,524389420392357
9.143007,0.29463646,3.2113726,524389422881126
9.150265,0.33167174,3.232771,524389425414288
9.171738,0.32680854,3.2329204,524389427926781
9.16448,0.32688335,3.2615762,524389430436790
9.16074,0.32231942,3.3081882,524389432947247
9.166575,0.3163339,3.3213563,524389435459251
9.150864,0.30107087,3.3666966,524389437946230
9.141137,0.307206,3.4180222,524389440458111
9.120637,0.28707975,3.438298,524389442984682
9.100361,0.30518588,3.4704702,524389445479677
9.047539,0.28640637,3.5108724,524389447990786
